,location,total_sqft,bath,price,bhk
8508,other,2247.0,3.0,145.0,3
8509,other,1550.0,3.0,85.0,3
8510,other,1715.0,2.0,100.0,3
8515,other,3940.0,5.0,265.0,4
8516,other,1241.0,2.0,65.0,3
8517,other,2980.0,4.0,260.0,3
8518,other,1090.0,2.0,57.0,2
8520,other,2750.0,5.0,275.0,3
8522,other,1350.0,2.0,103.0,2
8523,other,800.0,2.0,55.0,2
8524,other,1787.0,3.0,116.0,3
8525,other,2400.0,3.0,220.0,3
8526,other,3700.0,4.0,325.0,4
8527,other,1691.0,3.0,93.01,3
8530,other,1896.0,3.0,102.0,3
8532,other,1244.0,2.0,95.0,2
8534,other,580.0,1.0,27.5,1
8535,other,1355.0,3.0,83.87,3
8538,other,2087.0,4.0,139.0,3
8539,other,2273.0,3.0,145.0,3
8540,other,2050.0,3.0,150.0,3
8541,other,1200.0,2.0,75.0,2
8544,other,1830.0,3.0,133.0,3
8545,other,4278.0,7.0,299.0,7
8546,other,1028.0,2.0,56.0,2
8547,other,1300.0,2.0,100.0,2
8548,other,1160.0,2.0,67.0,2
8549,other,1505.0,3.0,78.0,3
8552,other,1100.0,2.0,57.6,2
8553,other,2159.0,3.0,120.0,3
8557,other,1200.0,1.0,48.0,1
8558,other,1340.0,2.0,71.0,2
8559,other,1750.0,2.0,89.0,3
8560,other,1400.0,2.0,100.0,2
8564,other,1276.0,2.0,76.0,2
8567,other,1128.0,2.0,65.45,2
8569,other,1450.0,2.0,90.0,2
8572,other,6000.0,4.0,625.0,4
8573,other,1250.0,2.0,65.0,2
8574,other,2400.0,4.0,240.0,3
8575,other,1304.0,3.0,65.0,3
8576,other,980.0,2.0,77.44,2
8578,other,2500.0,4.0,140.0,3
8579,other,3600.0,4.0,225.0,4
8583,other,1340.0,2.0,85.0,2
8584,other,1100.0,2.0,75.0,3
8585,other,750.0,2.0,40.0,2
8587,other,1301.0,2.0,120.0,2
8590,other,1299.0,2.0,105.0,2
8592,other,925.0,2.0,55.0,2
8593,other,3900.0,3.0,250.0,3
8595,other,1300.0,2.0,67.0,2
8596,other,1715.0,3.0,95.0,3
8598,other,703.0,2.0,60.0,2
8600,other,1144.0,2.0,65.0,2
8601,other,525.0,1.0,26.01,1
8603,other,661.0,1.0,33.0,1
8604,other,1705.0,3.0,91.0,3
8611,other,3005.0,5.0,275.0,4
8613,other,1500.0,2.0,100.0,3
8614,other,1073.0,2.0,72.0,2
8616,other,4201.0,4.0,435.0,4
8618,other,1216.0,2.0,66.88,2
8625,other,600.0,1.0,20.0,1
8626,other,1180.0,2.0,77.0,2
8628,other,4382.0,4.0,400.0,4
8629,other,2140.0,3.0,139.0,3
8630,other,1500.0,3.0,100.0,3
8631,other,1008.0,2.0,52.0,2
8632,other,1921.0,4.0,129.0,3
8634,other,1621.0,3.0,124.0,3
8635,other,1030.0,2.0,77.25,3
8636,other,1314.0,2.0,84.0,2
8638,other,1590.0,2.0,85.0,3
8639,other,703.0,2.0,49.5,2
8644,other,4025.0,6.0,350.0,4
8645,other,1254.0,2.0,70.0,3
8646,other,2040.0,3.0,114.0,3
8647,other,2215.0,4.0,154.0,3
8648,other,1478.0,2.0,125.0,2
8650,other,1623.0,3.0,89.0,3
8654,other,1293.0,2.0,80.0,2
8656,other,940.0,2.0,69.57,2
8657,other,1181.0,2.0,65.0,3
8658,other,1100.0,2.0,75.0,1
8660,other,1260.0,2.0,75.0,3
8662,other,1000.0,2.0,66.0,2
8665,other,1864.0,3.0,115.0,3
8667,other,1200.0,3.0,105.0,3
8669,other,1691.0,3.0,100.0,3
8671,other,600.0,1.0,35.0,1
8674,other,1650.0,3.0,85.0,3
8675,other,2400.0,4.0,150.0,4
8677,other,2285.0,4.0,165.0,3
8680,other,1345.0,2.0,69.0,3
8683,other,1026.0,2.0,60.55,2
8685,other,1460.0,3.0,76.0,3
8686,other,1525.0,2.0,91.48,3
8689,other,1642.0,2.0,115.0,3
8690,other,1200.0,2.0,66.0,3
8691,other,975.0,2.0,60.0,2
8693,other,1210.0,2.0,77.93,2
8694,other,2000.0,3.0,100.0,3
8695,other,1225.0,2.0,68.0,2
8696,other,1290.0,2.0,80.04,2
8698,other,1500.0,2.0,85.0,1
8699,other,1361.0,2.0,79.0,2
8700,other,1394.0,2.0,85.0,2
8702,other,5000.0,5.0,300.0,4
8703,other,1222.0,2.0,98.0,2
8704,other,1420.0,2.0,99.39,2
8705,other,1846.0,3.0,135.0,3
8706,other,1167.0,2.0,64.08,2
8713,other,600.0,1.0,37.0,1
8715,other,1710.0,3.0,135.0,3
8718,other,1100.0,2.0,68.0,2
8719,other,615.0,1.0,46.0,1
8720,other,1350.0,2.0,85.0,2
8721,other,5000.0,5.0,325.0,4
8722,other,1718.0,3.0,130.0,3
8723,other,1680.0,3.0,112.0,3
8724,other,1500.0,2.0,90.0,2
8725,other,1157.0,2.0,72.0,3
8729,other,1800.0,3.0,175.0,3
8730,other,1010.0,2.0,52.0,2
8731,other,630.0,1.0,46.0,1
8733,other,1025.0,2.0,60.0,2
8735,other,1012.0,2.0,58.0,2
8736,other,1884.0,4.0,118.0,3
8738,other,1300.0,3.0,77.99,3
8739,other,2950.0,4.0,250.0,4
8740,other,1710.0,3.0,85.0,3
8744,other,1350.0,3.0,70.0,3
8745,other,1464.0,2.0,115.0,3
8749,other,1385.0,3.0,90.0,3
8751,other,1817.0,3.0,110.0,3
8755,other,1340.0,2.0,75.0,2
8758,other,1098.0,2.0,71.0,2
8760,other,4190.0,4.0,325.0,4
8761,other,1019.0,2.0,62.0,2
8763,other,1733.5,3.0,120.0,3
8764,other,1415.0,2.0,120.0,2
8766,other,1537.0,3.0,81.0,3
8769,other,1246.0,2.0,95.0,2
8772,other,630.0,1.0,33.7,1
8774,other,1900.0,4.0,185.0,4
8775,other,2440.0,3.0,142.0,3
8777,other,1711.0,3.0,125.0,3
8778,other,1392.0,2.0,95.0,2
8779,other,1225.0,2.0,77.0,2
8780,other,3418.0,3.0,235.0,4
8781,other,1750.0,3.0,120.0,3
8782,other,1260.0,2.0,80.0,3
8783,other,691.0,1.0,31.1,1
8784,other,1285.0,2.0,78.0,2
8785,other,1590.0,3.0,96.0,3
8787,other,2800.0,5.0,220.0,5
8790,other,2400.0,2.0,185.0,3
8791,other,1520.0,2.0,81.0,3
8795,other,1777.26,3.0,89.0,3
8799,other,1835.0,3.0,108.0,3
8802,other,1225.0,2.0,67.48,2
8803,other,656.0,1.0,34.77,1
8805,other,1025.0,2.0,65.0,2
8808,other,3092.0,4.0,230.0,4
8809,other,1930.0,4.0,122.0,3
8810,other,1020.0,2.0,70.0,2
8811,other,1310.0,2.0,70.0,3
8812,other,612.5,1.0,27.565,1
8813,other,1322.0,2.0,70.0,2
8816,other,1720.0,3.0,150.0,3
8817,other,1689.0,3.0,103.0,3
8820,other,1155.0,2.0,69.0,2
8823,other,3520.0,5.0,320.0,3
8825,other,1847.0,3.0,92.0,3
8826,other,1515.0,2.0,76.0,3
8827,other,3450.0,7.0,225.0,8
8831,other,2650.0,4.0,175.0,3
8833,other,1842.0,3.0,115.0,3
8834,other,1282.0,2.0,72.0,2
8837,other,1318.0,2.0,68.0,3
8838,other,1698.0,2.0,105.0,2
8839,other,2030.0,2.0,182.0,3
8842,other,1881.0,3.0,145.0,3
8843,other,1890.0,3.0,109.0,3
8845,other,1000.0,2.0,58.0,2
8846,other,1510.0,3.0,75.0,3
8851,other,1175.0,2.0,62.0,2
8856,other,1715.0,3.0,112.0,3
8858,other,1230.0,2.0,80.0,2
8860,other,1411.0,3.0,93.25,3
8862,other,2404.0,3.0,138.0,3
8864,other,1225.0,2.0,69.84,2
8865,other,1162.0,2.0,69.0,2
8866,other,1262.0,2.0,65.0,3
8870,other,1610.0,3.0,85.0,3
8872,other,2275.0,4.0,182.0,3
8874,other,1500.0,2.0,145.0,2
8876,other,1170.0,2.0,65.0,2
8879,other,1423.0,2.0,71.73,3
8887,other,2100.0,3.0,145.0,3
8890,other,1260.0,2.0,120.0,2
8891,other,907.0,2.0,55.43,2
8893,other,2597.0,4.0,189.0,4
8894,other,1211.0,2.0,63.0,2
8895,other,1904.0,3.0,129.0,3
8896,other,1205.0,2.0,73.87,2
8897,other,1164.0,2.0,64.08,2
8898,other,1410.0,2.0,73.0,2
8904,other,1021.0,2.0,76.0,2
8907,other,1981.0,3.0,134.0,3
8909,other,1201.0,2.0,65.0,2
8912,other,1520.0,3.0,85.0,3
8913,other,1268.0,2.0,75.0,3
8914,other,660.0,1.0,30.0,1
8915,other,1755.0,3.0,115.0,3
8917,other,500.0,1.0,33.0,1
8919,other,1632.0,3.0,140.0,4
8921,other,1276.0,2.0,80.0,2
8923,other,1180.0,2.0,75.0,2
8924,other,1370.0,2.0,87.0,3
8926,other,1400.0,3.0,90.0,3
8927,other,1500.0,6.0,155.0,5
8930,other,1677.0,3.0,92.13,3
8934,other,1881.0,3.0,145.0,3
8937,other,950.0,2.0,65.0,2
8940,other,1660.0,3.0,131.0,3
8942,other,1100.0,2.0,60.0,2
8944,other,980.0,3.0,80.0,3
8946,other,705.0,2.0,50.0,1
8949,other,1804.0,3.0,127.0,3
8951,other,2800.0,4.0,252.0,4
8954,other,2215.0,4.0,157.0,3
8957,other,1431.0,3.0,85.0,3
8959,other,1650.0,3.0,85.5,3
8961,other,2524.0,5.0,180.0,4
8962,other,1300.0,3.0,69.0,3
8963,other,2095.0,3.0,150.0,3
8964,other,500.0,1.0,14.0,1
8965,other,1265.0,2.0,68.0,2
8967,other,2200.0,2.0,180.0,2
8969,other,1835.0,2.0,92.0,3
8971,other,2077.0,3.0,175.0,3
8972,other,2880.0,3.0,211.0,4
8974,other,1200.0,2.0,120.0,2
8976,other,2826.0,3.0,148.0,3
8977,other,458.0,1.0,33.66,1
8980,other,1450.0,2.0,90.0,3
8981,other,1100.0,2.0,65.0,2
8984,other,1200.0,2.0,70.0,2
8985,other,660.0,1.0,35.0,1
8986,other,1920.0,4.0,121.0,3
8987,other,3418.0,2.0,222.0,4
8989,other,1205.0,2.0,68.32,2
8991,other,1421.0,2.0,73.0,3
8993,other,524.0,1.0,29.0,1
8995,other,1540.0,3.0,90.0,3
8998,other,2830.0,4.0,161.0,4
8999,other,1140.0,2.0,60.0,2
9002,other,1700.0,2.0,86.0,3
9004,other,1333.0,2.0,86.65,2
9005,other,1258.0,2.0,85.5,2
9006,other,1458.0,2.0,87.0,3
9007,other,1386.0,2.0,85.0,2
9009,other,550.0,1.0,27.0,1
9010,other,1200.0,2.0,83.0,2
9012,other,2135.0,3.0,149.0,4
9014,other,1178.0,2.0,80.0,2
9016,other,1493.0,2.0,90.0,3
9017,other,2495.0,3.0,130.0,3
9019,other,814.0,2.0,53.0,2
9021,other,1115.0,2.0,61.0,2
9022,other,3075.0,2.0,188.0,4
9023,other,1760.0,3.0,160.0,3
9026,other,4235.0,5.0,364.0,4
9029,other,1810.0,3.0,131.0,3
9030,other,1426.0,2.0,71.0,3
9031,other,2400.0,2.0,195.0,3
9032,other,1100.0,2.0,70.0,2
9033,other,650.0,1.0,35.0,1
9036,other,1360.0,2.0,110.0,2
9037,other,674.0,1.0,36.85,1
9038,other,1655.0,3.0,110.0,3
9039,other,1300.0,2.0,95.0,2
9040,other,936.0,1.0,53.0,1
9041,other,1277.0,2.0,92.0,2
9044,other,1153.0,2.0,60.0,2
9046,other,3300.0,3.0,255.0,5
9048,other,1020.0,2.0,80.0,2
9049,other,3715.0,6.0,212.5,4
9050,other,1160.0,2.0,95.0,2
9052,other,1225.0,2.0,72.0,2
9053,other,1600.0,2.0,160.0,2
9055,other,1300.0,3.0,69.0,3
9057,other,1155.0,2.0,69.18,2
9058,other,905.0,2.0,55.0,2
9059,other,1375.0,2.0,75.0,3
9062,other,957.0,2.0,55.0,2
9064,other,3000.0,4.0,235.0,4
9065,other,1070.0,2.0,55.0,2
9071,other,840.0,1.0,57.0,1
9072,other,1732.0,3.0,112.0,3
9073,other,1200.0,1.0,45.0,1
9074,other,1260.0,2.0,69.9,2
9078,other,650.0,1.0,40.0,2
9080,other,1725.0,3.0,106.0,3
9081,other,1000.0,2.0,70.0,2
9082,other,1350.0,1.0,55.0,1
9083,other,1717.0,3.0,110.0,3
9087,other,1976.0,3.0,145.0,3
9089,other,700.0,1.0,38.0,1
9091,other,2082.0,3.0,104.0,3
9093,other,933.0,2.0,66.0,2
9096,other,1200.0,2.0,73.2,2
9098,other,1555.0,3.0,125.0,3
9100,other,658.0,1.0,26.91,1
9101,other,896.9,2.0,78.74,2
9103,other,1839.0,3.0,160.0,3
9105,other,488.0,1.0,20.0,1
9109,other,900.0,2.0,55.0,2
9111,other,3596.0,4.0,359.0,4
9112,other,1800.0,3.0,92.0,3
9113,other,1167.0,2.0,63.0,2
9115,other,650.0,1.0,50.0,1
9116,other,675.0,1.0,27.0,1
9118,other,720.0,1.0,32.39,1
9119,other,1100.0,2.0,58.0,2
9122,other,1770.0,3.0,108.0,3
9123,other,2100.0,3.0,125.0,3
9125,other,2916.0,5.0,230.0,4
9127,other,1400.0,3.0,81.0,3
9129,other,1070.0,2.0,87.0,2
9130,other,1536.0,3.0,107.0,3
9131,other,2400.0,3.0,196.0,3
9132,other,1773.5,2.0,102.92,3
9133,other,1342.0,2.0,72.0,2
9134,other,1600.0,3.0,130.0,3
9135,other,938.0,1.0,50.0,1
9136,other,1820.0,3.0,99.0,3
9137,other,2439.0,4.0,170.0,4
9139,other,1850.0,3.0,150.0,3
9141,other,1346.0,2.0,74.03,2
9144,other,1059.0,2.0,57.0,2
9145,other,1299.0,2.0,97.0,2
9146,other,1491.0,3.0,85.0,3
9147,other,1200.0,2.0,85.0,2
9149,other,581.0,1.0,29.0,1
9150,other,1296.0,2.0,70.0,2
9152,other,1275.0,3.0,70.0,3
9154,other,10000.0,4.0,975.0,5
9155,other,1330.0,2.0,74.0,2
9156,other,1135.0,2.0,60.0,2
9157,other,516.0,1.0,39.0,1
9160,other,3930.0,5.0,330.0,4
9162,other,3000.0,8.0,150.0,8
9163,other,2569.0,4.0,175.0,4
9165,other,1707.0,3.0,115.0,3
9167,other,6000.0,4.0,410.0,4
9168,other,1240.0,2.0,83.0,3
9169,other,1300.0,2.0,91.65,2
9171,other,1383.0,2.0,76.18,3
9175,other,2072.0,4.0,151.0,3
9176,other,2200.0,3.0,225.0,4
9177,other,615.0,1.0,46.0,1
9179,other,1639.0,3.0,107.0,3
9180,other,1839.0,3.0,130.0,3
9182,other,625.0,1.0,27.0,1
9183,other,933.0,1.0,61.0,1
9184,other,2289.0,3.0,180.0,3
9185,other,2316.0,3.0,125.0,3
9189,other,1200.0,2.0,73.0,2
9193,other,1005.0,2.0,55.0,2
9194,other,1626.6,3.0,133.0,3
9196,other,1230.0,2.0,80.0,2
9199,other,1820.0,3.0,113.0,3
9200,other,1100.0,2.0,60.0,2
9201,other,1348.0,2.0,100.0,2
9202,other,1230.0,2.0,66.25,2
9205,other,1200.0,2.0,78.0,2
9209,other,1644.0,3.0,92.59,3
9210,other,1819.0,3.0,150.0,3
9211,other,1205.0,2.0,85.0,2
9215,other,1221.0,3.0,70.0,3
9217,other,4303.0,5.0,300.0,4
9218,other,1315.0,2.0,85.0,2
9219,other,1250.0,2.0,68.0,2
9221,other,1600.0,2.0,110.0,3
9229,other,1182.0,2.0,60.1,3
9231,other,2000.0,3.0,125.0,3
9232,other,1940.0,4.0,116.0,3
9233,other,1590.0,3.0,105.0,3
9236,other,900.0,2.0,55.0,2
9238,other,1702.0,3.0,107.0,3
9239,other,1080.0,2.0,65.0,3
9243,other,1300.0,3.0,69.0,3
9244,other,1330.0,2.0,93.65,2
9245,other,1210.0,2.0,65.0,3
9248,other,1935.0,4.0,125.0,3
9249,other,1410.0,3.0,90.0,3
9250,other,1469.0,2.0,99.14,2
9252,other,1460.0,2.0,87.0,3
9253,other,1260.0,2.0,85.05,3
9255,other,980.0,2.0,57.0,2
9256,other,1164.0,2.0,75.0,2
9257,other,929.0,1.0,51.0,2
9258,other,1065.0,2.0,70.0,2
9260,other,3000.0,3.0,265.0,3
9263,other,672.0,1.0,36.85,1
9264,other,1746.0,3.0,115.0,3
9267,other,1200.0,2.0,120.0,3
9268,other,1250.0,2.0,65.0,2
9270,other,3565.0,4.0,218.0,4
9271,other,1170.0,2.0,85.0,2
9272,other,1800.0,3.0,150.0,3
9274,other,2507.0,4.0,155.0,4
9276,other,1290.0,2.0,69.0,2
9279,other,418.0,1.0,12.0,1
9281,other,1691.0,3.0,119.0,3
9282,other,747.0,1.0,34.355,1
9283,other,2030.0,4.0,125.0,3
9284,other,1012.0,2.0,70.0,2
9286,other,1765.0,3.0,118.0,3
9290,other,1518.0,3.0,80.0,3
9294,other,3410.0,5.0,253.0,4
9297,other,2098.0,3.0,210.0,3
9299,other,1190.0,2.0,61.8,2
9301,other,1700.0,3.0,120.0,3
9302,other,1128.0,2.0,64.8,2
9305,other,509.0,1.0,20.0,1
9306,other,1852.0,4.0,122.0,3
9308,other,3535.0,4.0,215.0,4
9311,other,1436.0,2.0,75.0,3
9314,other,645.0,1.0,55.0,1
9315,other,2050.0,3.0,135.0,3
9316,other,1335.0,2.0,95.0,2
9317,other,2100.0,1.0,200.0,2
9318,other,1255.0,3.0,77.68,3
9319,other,1140.0,2.0,59.0,2
9320,other,2376.0,3.0,240.0,3
9321,other,663.0,1.0,46.0,1
9333,other,2470.0,5.0,192.0,4
9334,other,1100.0,2.0,60.0,2
9335,other,1250.0,2.0,65.0,2
9337,other,1600.0,3.0,100.0,3
9338,other,1060.0,2.0,55.0,2
9340,other,1296.0,2.0,105.0,2
9341,other,1945.0,3.0,115.0,3
9346,other,1880.0,3.0,110.0,3
9348,other,2041.0,3.0,138.0,3
9351,other,1184.0,2.0,62.0,2
9352,other,1680.0,3.0,126.0,3
9353,other,1411.0,3.0,100.0,3
9355,other,3500.0,4.0,320.0,4
9356,other,1702.0,3.0,120.0,3
9360,other,1515.0,2.0,135.0,3
9362,other,1107.0,2.0,57.0,2
9363,other,1720.0,3.0,106.0,3
9364,other,1540.0,3.0,150.0,3
9366,other,710.0,1.0,40.42,1
9368,other,3200.0,4.0,270.0,4
9371,other,1584.01,3.0,104.0,3
9374,other,1100.0,2.0,78.0,3
9376,other,1880.0,4.0,154.0,4
9378,other,1640.0,3.0,105.0,3
9379,other,1165.0,2.0,65.0,2
9382,other,1300.0,2.0,75.0,2
9384,other,1232.0,2.0,69.61,2
9385,other,1704.0,3.0,94.36,3
9386,other,1275.0,2.0,88.0,3
9387,other,1222.0,2.0,68.0,3
9395,other,3019.0,6.0,190.0,4
9397,other,900.0,3.0,75.0,3
9406,other,3000.0,6.0,180.0,7
9407,other,1560.0,3.0,149.0,4
9408,other,1650.0,3.0,126.0,3
9409,other,1645.0,3.0,87.0,3
9410,other,1748.0,3.0,103.0,3
9411,other,1200.0,3.0,67.77,3
9413,other,3420.0,4.0,225.0,4
9415,other,1610.0,3.0,84.53,3
9416,other,1870.0,3.0,180.0,3
9417,other,1510.0,2.0,110.0,3
9421,other,1948.0,4.0,129.0,4
9423,other,1242.0,2.0,78.0,2
9426,other,1255.0,2.0,65.0,2
9431,other,1650.0,2.0,140.0,4
9438,other,1800.0,3.0,125.0,3
9440,other,2732.0,4.0,204.0,4
9446,other,1710.0,3.0,85.0,3
9447,other,1248.52,3.0,115.0,3
9448,other,410.0,1.0,10.0,1
9451,other,1250.0,2.0,93.0,2
9452,other,4395.0,3.0,240.0,3
9458,other,1936.0,3.0,139.0,3
9459,other,1269.0,2.0,63.0,3
9460,other,1586.0,3.0,125.0,3
9461,other,1376.0,2.0,124.0,2
9463,other,1538.0,3.0,107.0,3
9464,other,1427.0,2.0,130.0,3
9466,other,1220.0,2.0,65.0,2
9467,other,1197.0,2.0,77.0,2
9469,other,410.0,1.0,15.0,1
9470,other,1573.0,3.0,90.0,3
9473,other,1200.0,1.0,65.0,1
9474,other,1800.0,3.0,95.0,3
9475,other,2045.0,3.0,108.0,3
9478,other,1600.0,3.0,100.0,3
9479,other,1056.0,2.0,70.0,2
9480,other,4500.0,4.0,330.0,4
9483,other,1460.0,2.0,80.3,2
9485,other,1310.0,2.0,88.0,2
9486,other,1600.0,3.0,90.0,3
9497,other,4500.0,4.0,345.0,4
9500,other,3155.0,4.0,316.0,3
9501,other,1007.0,2.0,68.0,2
9502,other,1250.0,2.0,85.0,2
9507,other,1441.0,2.0,115.0,2
9509,other,1400.0,2.0,105.0,2
9512,other,418.0,1.0,17.0,1
9513,other,1200.0,3.0,80.0,3
9518,other,1430.0,2.0,78.0,2
9520,other,2640.0,5.0,150.0,3
9523,other,1011.0,2.0,59.0,2
9524,other,1450.0,2.0,102.0,3
9525,other,1129.0,2.0,69.0,2
9527,other,1200.0,3.0,110.0,3
9529,other,1933.0,3.0,140.0,3
9530,other,1082.0,2.0,64.0,2
9531,other,2400.0,8.0,250.0,8
9532,other,610.0,1.0,28.0,1
9533,other,1560.0,4.0,160.0,4
9534,other,1300.0,3.0,77.99,3
9540,other,1798.0,3.0,150.0,3
9541,other,1864.0,3.0,120.0,3
9543,other,400.0,1.0,25.0,1
9544,other,1200.0,2.0,70.0,2
9546,other,950.0,2.0,57.0,2
9547,other,1200.0,2.0,62.0,2
9549,other,1750.0,3.0,172.0,3
9550,other,1009.0,2.0,56.0,2
9551,other,1470.0,2.0,102.0,3
9552,other,1527.0,3.0,115.0,3
9555,other,1277.0,2.0,77.0,2
9556,other,1100.0,2.0,62.0,2
9557,other,1820.0,3.0,140.0,3
9558,other,1530.0,3.0,87.0,4
9559,other,1880.0,4.0,110.0,3
9561,other,700.0,2.0,36.0,2
9564,other,3453.0,4.0,247.0,4
9566,other,1850.0,3.0,140.0,3
9567,other,1250.0,2.0,78.0,2
9569,other,1244.0,2.0,88.0,2
9575,other,1470.0,2.0,84.22,3
9577,other,1752.12,3.0,125.0,3
9578,other,2990.0,3.0,170.0,3
9579,other,1660.0,3.0,85.0,3
9580,other,1275.0,3.0,63.43,3
9582,other,1200.0,2.0,90.0,3
9583,other,2546.0,3.0,170.0,3
9584,other,1392.0,3.0,69.46,3
9586,other,1162.0,2.0,64.08,2
9588,other,700.0,1.0,21.5,1
9593,other,1279.0,2.0,100.0,2
9597,other,1357.0,2.0,123.0,2
9598,other,1645.0,3.0,117.0,3
9599,other,1777.26,3.0,92.0,3
9602,other,1210.0,2.0,64.15,2
9604,other,1879.0,3.0,155.0,3
9607,other,1108.0,2.0,60.0,3
9609,other,1157.0,2.0,75.0,3
9611,other,1751.0,3.0,115.0,3
9612,other,1880.0,3.0,96.5,3
9615,other,1407.0,2.0,98.49,2
9618,other,3600.0,4.0,300.0,4
9619,other,1027.0,2.0,67.0,2
9621,other,1260.0,2.0,113.0,2
9625,other,1600.0,4.0,120.0,3
9626,other,1500.0,3.0,135.0,3
9627,other,1120.0,2.0,60.0,2
9631,other,2774.0,4.0,208.0,4
9634,other,1080.0,2.0,60.0,3
9639,other,2425.0,5.0,175.0,4
9640,other,1323.0,2.0,74.0,2
9641,other,1232.0,2.0,69.61,2
9643,other,740.0,1.0,23.65,1
9644,other,1920.0,3.0,134.0,3
9645,other,1550.0,3.0,96.0,3
9646,other,1588.0,2.0,90.0,3
9647,other,2300.0,4.0,240.0,3
9649,other,1308.0,2.0,86.0,2
9651,other,1719.0,3.0,135.0,3
9654,other,1090.0,2.0,31.48,1
9655,other,1660.0,3.0,104.0,3
9657,other,1595.0,3.0,96.0,3
9659,other,1184.0,2.0,78.0,2
9661,other,935.0,2.0,78.0,2
9664,other,1000.0,2.0,52.0,2
9665,other,1705.0,3.0,85.0,3
9666,other,1060.0,2.0,58.3,3
9669,other,1402.0,2.0,95.0,2
9670,other,2280.0,4.0,125.0,3
9671,other,1225.0,2.0,71.05,2
9675,other,2500.0,4.0,225.0,4
9676,other,1200.0,2.0,78.0,2
9678,other,1200.0,3.0,78.0,2
9680,other,2882.0,5.0,200.0,4
9681,other,7000.0,8.0,450.0,4
9685,other,1449.0,3.0,72.0,3
9688,other,2700.0,3.0,200.0,3
9691,other,3300.0,8.0,310.0,8
9694,other,1300.0,2.0,95.0,2
9696,other,2289.0,3.0,178.0,3
9698,other,1350.0,2.0,89.5,2
9700,other,1698.0,3.0,125.0,3
9702,other,1060.0,2.0,58.5,2
9703,other,1185.0,2.0,75.0,2
9704,other,2051.0,3.0,180.0,3
9705,other,1404.0,2.0,72.0,2
9706,other,1252.0,2.0,67.0,2
9707,other,1885.0,3.0,125.0,3
9708,other,3381.0,6.0,225.0,6
9711,other,2312.0,3.0,156.0,3
9713,other,1175.0,2.0,70.0,2
9715,other,970.0,2.0,52.5,2
9717,other,1639.5,3.0,92.63,3
9718,other,5000.0,4.0,300.0,4
9720,other,3425.0,3.0,320.0,3
9721,other,2950.0,4.0,253.0,4
9722,other,1200.0,2.0,66.0,1
9723,other,1335.0,2.0,73.43,3
9724,other,4450.0,6.0,449.0,4
9725,other,1166.0,2.0,64.08,2
9726,other,1460.0,2.0,90.0,3
9728,other,1386.0,3.0,93.0,4
9730,other,1732.0,3.0,85.73,3
9731,other,1390.0,2.0,72.0,2
9732,other,1095.0,2.0,85.41,2
9733,other,416.0,1.0,17.19,1
9734,other,1350.0,2.0,85.0,3
9735,other,1453.0,2.0,73.0,3
9736,other,1226.0,2.0,65.0,2
9737,other,1168.0,2.0,68.0,3
9738,other,1776.0,3.0,124.0,3
9740,other,860.0,2.0,56.0,2
9741,other,1650.0,3.0,95.0,3
9742,other,1190.0,2.0,70.0,2
9745,other,1448.0,4.0,118.0,3
9746,other,6652.0,6.0,510.0,4
9749,other,2940.0,6.0,201.0,4
9750,other,1633.0,3.0,110.0,3
9756,other,2215.0,4.0,162.0,3
9759,other,2569.0,5.0,180.0,4
9761,other,1183.0,2.0,79.54,2
9764,other,1500.0,2.0,120.0,3
9765,other,1291.0,2.0,75.0,2
9766,other,1150.0,3.0,80.0,3
9767,other,1060.0,2.0,55.0,2
9768,other,1575.0,2.0,110.0,3
9773,other,4694.0,5.0,375.0,4
9775,other,1200.0,4.0,75.0,4
9777,other,1056.0,2.0,75.0,2
9779,other,1200.0,3.0,74.52,3
9780,other,1850.0,3.0,110.0,3
9781,other,3150.0,4.0,180.0,4
9782,other,1200.0,1.0,39.82,1
9784,other,918.0,2.0,56.0,2
9785,other,1330.0,2.0,68.0,3
9787,other,1200.0,2.0,80.0,2
9790,other,1400.0,2.0,78.0,3
9791,other,1345.0,2.0,106.0,2
9792,other,1510.0,2.0,80.0,2
9793,other,525.0,2.0,27.0,1
9795,other,827.5,1.0,42.535,1
9796,other,1100.0,2.0,72.0,3
9797,other,1200.0,3.0,68.0,3
9802,other,3800.0,6.0,390.0,6
9803,other,3300.0,3.0,165.0,3
9808,other,1995.0,3.0,100.0,3
9809,other,1309.0,2.0,82.0,2
9810,other,2100.0,3.0,200.0,3
9811,other,880.0,1.0,90.0,2
9813,other,3520.0,5.0,240.0,3
9814,other,1041.0,2.0,54.0,2
9816,other,1776.0,3.0,150.0,3
9817,other,1767.0,3.0,89.0,3
9818,other,1293.0,2.0,80.0,2
9820,other,1280.0,2.0,68.48,2
9821,other,1245.0,2.0,83.05,2
9824,other,1100.0,3.0,58.0,3
9825,other,1065.0,3.0,72.0,3
9826,other,1814.0,3.0,129.0,3
9827,other,1610.0,2.0,112.0,3
9828,other,850.0,1.0,78.0,1
9831,other,1250.0,2.0,77.13,3
9834,other,1475.0,3.0,75.0,3
9835,other,1353.0,2.0,75.0,2
9836,other,2100.0,3.0,210.0,4
9838,other,1270.0,2.0,96.0,2
9840,other,2695.0,4.0,188.0,4
9843,other,1400.0,2.0,90.0,2
9846,other,1585.0,2.0,90.0,2
9848,other,1128.0,2.0,67.0,2
9851,other,1450.0,3.0,79.0,3
